Model,Params,Data,Test F1,Train F1,Test Accuracy,Train Accuracy,Test Loss,Train Loss,Lambda1,Lambda2,Max Iter,Gamma,Batch Size,Plotting,Log,Polynomial,Data Split Y,Data Split X,Threshold
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 3, (3, 2), 0.5]",train_lasso.npy,0.4130902639446996,0.5463561519749252,0.8852026239400242,0.8093562411867286,0.2916546884397243,0.3983624953993295,0.1,5.0,1000,0.05,1028,False,False,3,3,2,0.5
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 3, (2, 3), 0.5]",train_lasso.npy,0.4126375597797844,0.651677621751324,0.8472453962957037,0.7829175325364134,0.3479130575943395,0.4422696398829153,0.1,5.0,1000,0.05,1028,False,False,3,2,3,0.5
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 5, (4, 2), 0.5]",train_lasso.npy,0.3812050111422034,0.4547715756334504,0.9015032037362956,0.8338405563332794,0.2663128549002007,0.3610109922445098,0.1,5.0,1000,0.05,1028,False,False,5,4,2,0.5
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 3), 0.5]",train_lasso.npy,0.4106536854391627,0.5459300360919868,0.8849550105521398,0.809523320794863,0.2923586360617145,0.3983147253152774,0.1,5.0,1000,0.05,1028,False,False,5,3,3,0.5
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 5, (1, 2), 0.5]",train_lasso.npy,0.3658398550594106,0.7840847956896561,0.7540894303368305,0.7781421327900881,0.4910872248946963,0.4715714406472568,0.1,5.0,1000,0.05,1028,False,False,5,1,2,0.5
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 2), 0.5]",train_lasso.npy,0.4106386971278173,0.6546363355858085,0.8440492788736259,0.7828575217330247,0.3580362824393541,0.4448850364593464,0.1,5.0,1000,0.05,1028,False,False,5,2,2,0.5
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 2), 0.5]",train_lasso.npy,0.4106363716892907,0.5460868338621454,0.8847188254744652,0.8098714863745897,0.2948305350214175,0.3991605890848586,0.1,5.0,1000,0.05,1028,False,False,5,3,2,0.5
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 3), 0.5]",train_lasso.npy,0.4111161323014851,0.6563247816020991,0.8438435692898448,0.7836641350886661,0.3541390589766287,0.4426595879328718,0.1,5.0,1000,0.05,1028,False,False,5,2,3,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 1, (4, 2), 0.5]",train_lasso.npy,0.3964652542728737,0.4799018397295949,0.8980785201100164,0.8348023363968804,0.2621936687508295,0.3566960341606163,0.1,1.0,1000,0.05,1028,False,False,1,4,2,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 1, (3, 3), 0.5]",train_lasso.npy,0.4154509770743039,0.5575831822546796,0.8821817406078337,0.8106390760270363,0.2878161654110121,0.3944445372194995,0.1,1.0,1000,0.05,1028,False,False,1,3,3,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 1, (1, 2), 0.5]",train_lasso.npy,0.3674177783135352,0.7842916207284102,0.7559789109582257,0.7784138941002294,0.4825896588978689,0.4687229154729067,0.1,1.0,1000,0.05,1028,False,False,1,1,2,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 1, (2, 2), 0.5]",train_lasso.npy,0.4116896922809411,0.6559611601840961,0.8445559339596048,0.783805370835283,0.3433769715152462,0.4397344698111314,0.1,1.0,1000,0.05,1028,False,False,1,2,2,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 1, (3, 2), 0.5]",train_lasso.npy,0.4159245140862382,0.5581768648291754,0.8816788949585913,0.8104179109423764,0.2885410032549246,0.3946147212810871,0.1,1.0,1000,0.05,1028,False,False,1,3,2,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 1, (2, 3), 0.5]",train_lasso.npy,0.4124287326326821,0.6526928759159486,0.8466244581076242,0.7831611545153202,0.3411469699084468,0.4389957115604301,0.1,1.0,1000,0.05,1028,False,False,1,2,3,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 3, (4, 2), 0.5]",train_lasso.npy,0.3980352654801153,0.4854407804215968,0.8969128324685912,0.8350443024387956,0.2620246658590288,0.3559298570519112,0.1,1.0,1000,0.05,1028,False,False,3,4,2,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 3, (3, 3), 0.5]",train_lasso.npy,0.4153103316242721,0.5590144149857845,0.8813131890318697,0.8106194587086573,0.2871650637150659,0.3939392701255424,0.1,1.0,1000,0.05,1028,False,False,3,3,3,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 3, (1, 2), 0.5]",train_lasso.npy,0.3687307828640105,0.7840949858794238,0.7580245784858252,0.7785593432816865,0.4821127655609357,0.4687082461164402,0.1,1.0,1000,0.05,1028,False,False,3,1,2,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 3, (2, 2), 0.5]",train_lasso.npy,0.4119990411578202,0.6554227607260729,0.8459882821725979,0.7842722063102524,0.3418121224755905,0.4391645545496014,0.1,1.0,1000,0.05,1028,False,False,3,2,2,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 3, (3, 2), 0.5]",train_lasso.npy,0.4163295770397801,0.5602130816871225,0.8808027245091541,0.8103139488048061,0.2879806678720107,0.3943545259401735,0.1,1.0,1000,0.05,1028,False,False,3,3,2,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 3, (2, 3), 0.5]",train_lasso.npy,0.4122943333052151,0.6550497858932504,0.845637813992823,0.7838611297309835,0.3422338818957633,0.4389873372017732,0.1,1.0,1000,0.05,1028,False,False,3,2,3,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 5, (4, 2), 0.5]",train_lasso.npy,0.3984372134630754,0.4829679935303656,0.8972594912116295,0.8346969679585302,0.2631143782772712,0.356660253947812,0.1,1.0,1000,0.05,1028,False,False,5,4,2,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 5, (3, 3), 0.5]",train_lasso.npy,0.4137624507862915,0.5554705871982124,0.8820636480689966,0.8102589691598828,0.2897408980695203,0.3951277880831118,0.1,1.0,1000,0.05,1028,False,False,5,3,3,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 5, (1, 2), 0.5]",train_lasso.npy,0.367964022281041,0.7835133548434133,0.7572588817017515,0.7782318905191552,0.4880261717431947,0.4686526764219458,0.1,1.0,1000,0.05,1028,False,False,5,1,2,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 5, (2, 2), 0.5]",train_lasso.npy,0.4102516744911189,0.6595223542356646,0.841995992472553,0.7844520899515204,0.3521243244813776,0.4399941613839306,0.1,1.0,1000,0.05,1028,False,False,5,2,2,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 5, (3, 2), 0.5]",train_lasso.npy,0.4135737325787104,0.5637657213686316,0.8777323184993867,0.8097795505079093,0.2926971841752449,0.3952894969130653,0.1,1.0,1000,0.05,1028,False,False,5,3,2,0.5
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 5, (2, 3), 0.5]",train_lasso.npy,0.4112790127536527,0.6570538835170873,0.8434892916733331,0.7838065980954364,0.3464817391875889,0.4398357897916771,0.1,1.0,1000,0.05,1028,False,False,5,2,3,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (4, 2), 0.5]",train_lasso.npy,0.3966236625415424,0.4811135093595695,0.8975375800934074,0.8346907578099616,0.2611813082597078,0.3563235609270385,0.1,0.1,1000,0.05,1028,False,False,1,4,2,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (3, 3), 0.5]",train_lasso.npy,0.415137031829167,0.5594561500081038,0.8810808133909319,0.8106426098913783,0.2872168025095482,0.3939898073075089,0.1,0.1,1000,0.05,1028,False,False,1,3,3,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (1, 2), 0.5]",train_lasso.npy,0.3681665700908343,0.7840464153210043,0.7573122138160652,0.778462993193645,0.4813041020501541,0.4683515830232542,0.1,0.1,1000,0.05,1028,False,False,1,1,2,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (2, 2), 0.5]",train_lasso.npy,0.4113623296671365,0.6571316204108717,0.8440949921144659,0.7842697810535116,0.3425578704341527,0.4393699415367114,0.1,0.1,1000,0.05,1028,False,False,1,2,2,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (3, 2), 0.5]",train_lasso.npy,0.4156842049884702,0.5607207698174086,0.8807036791540002,0.810531975079995,0.2879919742916669,0.3941784797975806,0.1,0.1,1000,0.05,1028,False,False,1,3,2,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (2, 3), 0.5]",train_lasso.npy,0.4125804865688454,0.6536990172439009,0.8464454145810002,0.7835017859224025,0.3403663168472989,0.4386348818535037,0.1,0.1,1000,0.05,1028,False,False,1,2,3,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (4, 2), 0.5]",train_lasso.npy,0.3980604958923804,0.4860214890609304,0.8971375892360555,0.8353027458007789,0.2609798420245986,0.355286733370659,0.1,0.1,1000,0.05,1028,False,False,3,4,2,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 3), 0.5]",train_lasso.npy,0.4163108598124125,0.5611621111094872,0.8807874867622073,0.8107569122324607,0.2864788487578238,0.3932820452682461,0.1,0.1,1000,0.05,1028,False,False,3,3,3,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (1, 2), 0.5]",train_lasso.npy,0.3690960439034066,0.7837224415258696,0.7589121772454724,0.7788955647734636,0.4831012167357966,0.4676675072551293,0.1,0.1,1000,0.05,1028,False,False,3,1,2,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (2, 2), 0.5]",train_lasso.npy,0.4105695350939766,0.6612111690877186,0.8418055206357188,0.7854782440818905,0.3473604397173076,0.4376742958134347,0.1,0.1,1000,0.05,1028,False,False,3,2,2,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 2), 0.5]",train_lasso.npy,0.4161496341012378,0.5620755870333936,0.8803379732272786,0.8105545601060409,0.2870876059695171,0.3939583832843117,0.1,0.1,1000,0.05,1028,False,False,3,3,2,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (2, 3), 0.5]",train_lasso.npy,0.4131406995593078,0.6566353966293071,0.8460949464012252,0.7847601245467147,0.3415169562834472,0.4384865479773407,0.1,0.1,1000,0.05,1028,False,False,3,2,3,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (4, 2), 0.5]",train_lasso.npy,0.4001516618078015,0.4933327421886416,0.8948443083205717,0.8349014738202533,0.2634332881435989,0.3562772305050075,0.1,0.1,1000,0.05,1028,False,False,5,4,2,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (3, 3), 0.5]",train_lasso.npy,0.4147776357360457,0.5617007601816951,0.8799075068760334,0.8104626323258671,0.2881952771936559,0.3939274252941875,0.1,0.1,1000,0.05,1028,False,False,5,3,3,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (1, 2), 0.5]",train_lasso.npy,0.3681696559725968,0.7827487377448626,0.758302667367603,0.7777766602071768,0.4868484960388158,0.4688279082217508,0.1,0.1,1000,0.05,1028,False,False,5,1,2,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (2, 2), 0.5]",train_lasso.npy,0.4106585893918396,0.660327832760841,0.841634095982568,0.7844698656697163,0.3523806787424169,0.4398418045473365,0.1,0.1,1000,0.05,1028,False,False,5,2,2,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (3, 2), 0.5]",train_lasso.npy,0.4159501246366046,0.5693536342211046,0.8763456835272336,0.810310196297873,0.2943446197111645,0.3945979340916697,0.1,0.1,1000,0.05,1028,False,False,5,3,2,0.5
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (2, 3), 0.5]",train_lasso.npy,0.4119366801427374,0.6564094279826443,0.8444340319840308,0.783981863109521,0.3461040497570442,0.4385719198127129,0.1,0.1,1000,0.05,1028,False,False,5,2,3,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (4, 2), 0.5]",train_lasso.npy,0.397091220448335,0.482134677493601,0.8974118686810968,0.8347424869251143,0.2614203949364309,0.3560268620152856,0.1,0.0,1000,0.05,1028,False,False,1,4,2,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (3, 3), 0.5]",train_lasso.npy,0.4152679642229429,0.5598259965872234,0.8810274812766185,0.8106714438042505,0.2871638296751566,0.3939544668460309,0.1,0.0,1000,0.05,1028,False,False,1,3,3,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (1, 2), 0.5]",train_lasso.npy,0.3681578363050873,0.7838709319257294,0.7573693553671154,0.7783168078303587,0.4811818912543104,0.4683280436742679,0.1,0.0,1000,0.05,1028,False,False,1,1,2,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (2, 2), 0.5]",train_lasso.npy,0.4115847589044121,0.6571706033944773,0.8441407053553062,0.7842621728533029,0.3424794958011171,0.4393454745383711,0.1,0.0,1000,0.05,1028,False,False,1,2,2,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (3, 2), 0.5]",train_lasso.npy,0.4157797540545596,0.5610410715790469,0.8806008243621098,0.8105669247318555,0.287948887793772,0.3941471432265711,0.1,0.0,1000,0.05,1028,False,False,1,3,2,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (2, 3), 0.5]",train_lasso.npy,0.4121813546039461,0.6537122739879452,0.8462473238706925,0.7834610715972512,0.3402957832501831,0.4386102417137159,0.1,0.0,1000,0.05,1028,False,False,1,2,3,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (4, 2), 0.5]",train_lasso.npy,0.3979253189357741,0.4865508408246063,0.897000449513535,0.8353137401701015,0.2609347109387032,0.3552157163427188,0.1,0.0,1000,0.05,1028,False,False,3,4,2,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (3, 3), 0.5]",train_lasso.npy,0.4163321517932254,0.5615641567380242,0.8807303452111571,0.8108375013861812,0.2864203314963339,0.3932117230250014,0.1,0.0,1000,0.05,1028,False,False,3,3,3,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (1, 2), 0.5]",train_lasso.npy,0.3693937792133805,0.783860173962835,0.758942652739366,0.7788224202626948,0.4815229404834967,0.4672568406307187,0.1,0.0,1000,0.05,1028,False,False,3,1,2,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (2, 2), 0.5]",train_lasso.npy,0.4120986880131687,0.6570703087637048,0.8447311680494921,0.7845040904244053,0.3448502575056446,0.4389075611371046,0.1,0.0,1000,0.05,1028,False,False,3,2,2,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (3, 2), 0.5]",train_lasso.npy,0.4169479928298781,0.5622407200304259,0.8803989242150655,0.8105571066368485,0.2869136687562907,0.3939549848040424,0.1,0.0,1000,0.05,1028,False,False,3,3,2,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (2, 3), 0.5]",train_lasso.npy,0.4131584706398284,0.6581136541401652,0.8450206852414802,0.7846350262297169,0.3425598945014078,0.4388773365881218,0.1,0.0,1000,0.05,1028,False,False,3,2,3,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (4, 2), 0.5]",train_lasso.npy,0.3992708327248866,0.487643908227936,0.8959566638476835,0.8345811037146111,0.2627894252224217,0.3559922203008955,0.1,0.0,1000,0.05,1028,False,False,5,4,2,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (3, 3), 0.5]",train_lasso.npy,0.4149031001683617,0.5650896501881958,0.8783304000670461,0.8105233639469981,0.2929142747548132,0.3945899864770576,0.1,0.0,1000,0.05,1028,False,False,5,3,3,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (1, 2), 0.5]",train_lasso.npy,0.3677382899181934,0.7852282447088177,0.7568284153505062,0.7799010413800515,0.4894575931140927,0.4681246444555827,0.1,0.0,1000,0.05,1028,False,False,5,1,2,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (2, 2), 0.5]",train_lasso.npy,0.4118344007754786,0.6537353973283183,0.8458054292092371,0.7832437109749103,0.3449368106025812,0.4398287682538881,0.1,0.0,1000,0.05,1028,False,False,5,2,2,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (3, 2), 0.5]",train_lasso.npy,0.4147130160846921,0.5668212397326454,0.8774580390543454,0.8105514796739097,0.2950701277809432,0.3952663402484568,0.1,0.0,1000,0.05,1028,False,False,5,3,2,0.5
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (2, 3), 0.5]",train_lasso.npy,0.4115677017744865,0.6581789009927168,0.844430222547294,0.7848110561535672,0.3449453506354558,0.4385521961324721,0.1,0.0,1000,0.05,1028,False,False,5,2,3,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (4, 2), 0.5]",train_lasso.npy,0.3854441075788751,0.4611363262619405,0.9005775106092813,0.8339480469906996,0.2656988553207202,0.3600309693755856,0.01,5.0,1000,0.05,1028,False,False,1,4,2,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (3, 3), 0.5]",train_lasso.npy,0.412275807889109,0.547066144102628,0.8847721575887789,0.8096864869724664,0.2919271803144981,0.3979234214685687,0.01,5.0,1000,0.05,1028,False,False,1,3,3,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (1, 2), 0.5]",train_lasso.npy,0.3637009836880254,0.7846998784427613,0.7504666560002438,0.7776135401836166,0.4903412257938034,0.4716936033533456,0.01,5.0,1000,0.05,1028,False,False,1,1,2,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (2, 2), 0.5]",train_lasso.npy,0.4108668101168069,0.6534811647023249,0.845275917502838,0.783101874592159,0.3483528585385345,0.4428596109671843,0.01,5.0,1000,0.05,1028,False,False,1,2,2,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (3, 2), 0.5]",train_lasso.npy,0.4118180773011431,0.5486647348901195,0.8844140705355307,0.809943412139616,0.2924845844974259,0.3980027697164188,0.01,5.0,1000,0.05,1028,False,False,1,3,2,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (2, 3), 0.5]",train_lasso.npy,0.4123732673890745,0.6512394632191703,0.8473406322141209,0.7828887961155394,0.3462412971218165,0.4421104393091286,0.01,5.0,1000,0.05,1028,False,False,1,2,3,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (4, 2), 0.5]",train_lasso.npy,0.3835576515750588,0.4569025533842891,0.9015984396547126,0.8339561385358247,0.2646286762801915,0.359886849053786,0.01,5.0,1000,0.05,1028,False,False,3,4,2,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (3, 3), 0.5]",train_lasso.npy,0.4104422795101752,0.5443838526754002,0.8851454823889741,0.8092341855038967,0.2909577955971659,0.3977406244567471,0.01,5.0,1000,0.05,1028,False,False,3,3,3,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (1, 2), 0.5]",train_lasso.npy,0.3655595375743284,0.7846282233405132,0.7528589822708814,0.7781486730457319,0.4902775238718912,0.4704780823905535,0.01,5.0,1000,0.05,1028,False,False,3,1,2,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (2, 2), 0.5]",train_lasso.npy,0.412377919334478,0.652036260996122,0.8474015832019077,0.7833746678520394,0.347931309156257,0.4419570623861195,0.01,5.0,1000,0.05,1028,False,False,3,2,2,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (3, 2), 0.5]",train_lasso.npy,0.4124063427620983,0.549557257533515,0.8839836041842853,0.8097526699035448,0.2915419364837089,0.3974468915190307,0.01,5.0,1000,0.05,1028,False,False,3,3,2,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (2, 3), 0.5]",train_lasso.npy,0.4126817553663271,0.6516157545628983,0.8473482510875942,0.7829126136394379,0.3477375991962515,0.4422451822865166,0.01,5.0,1000,0.05,1028,False,False,3,2,3,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (4, 2), 0.5]",train_lasso.npy,0.3827874098450249,0.4534094821147587,0.9020098588222746,0.8336578629795081,0.2648118971653453,0.3606466972682627,0.01,5.0,1000,0.05,1028,False,False,5,4,2,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 3), 0.5]",train_lasso.npy,0.4122384945208442,0.5462912801031131,0.8842083609517496,0.8089431623407725,0.2946858866700701,0.3988634801256926,0.01,5.0,1000,0.05,1028,False,False,5,3,3,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (1, 2), 0.5]",train_lasso.npy,0.3652210745997286,0.7841846988799334,0.7525161329645798,0.7775954702596982,0.4919369737508658,0.4716994164309897,0.01,5.0,1000,0.05,1028,False,False,5,1,2,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 2), 0.5]",train_lasso.npy,0.4107147378639921,0.655991257417578,0.8435883370284869,0.7834829823715417,0.3573134048008736,0.4432898626566117,0.01,5.0,1000,0.05,1028,False,False,5,2,2,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 2), 0.5]",train_lasso.npy,0.4094813730655737,0.5452965945897071,0.8845169253274211,0.8093620780776605,0.2944665111037058,0.3992152059063146,0.01,5.0,1000,0.05,1028,False,False,5,3,2,0.5
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 3), 0.5]",train_lasso.npy,0.4118176406337709,0.6497762645197401,0.8482663253411351,0.7825038071303888,0.3485219876395929,0.4432572469320351,0.01,5.0,1000,0.05,1028,False,False,5,2,3,0.5
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (4, 2), 0.5]",train_lasso.npy,0.3957014637459385,0.4799388506186301,0.8979489992609692,0.8348732398583358,0.2619715774360121,0.3564479802325916,0.01,1.0,1000,0.05,1028,False,False,1,4,2,0.5
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (3, 3), 0.5]",train_lasso.npy,0.415553934760737,0.5576353673094764,0.8822426915956206,0.8106876913617745,0.2875993539504293,0.3944137773507885,0.01,1.0,1000,0.05,1028,False,False,1,3,3,0.5
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (1, 2), 0.5]",train_lasso.npy,0.3674193005934769,0.7843164979789545,0.7559941487051725,0.778446431160663,0.4825696085450814,0.4687117966371094,0.01,1.0,1000,0.05,1028,False,False,1,1,2,0.5
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (2, 2), 0.5]",train_lasso.npy,0.4115731507121921,0.6558780558138394,0.8445902188902349,0.7838089318775482,0.3431837318074581,0.4397147250529264,0.01,1.0,1000,0.05,1028,False,False,1,2,2,0.5
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (3, 2), 0.5]",train_lasso.npy,0.4161096277063799,0.5580319509050397,0.8817588931300618,0.8103910664431376,0.2883213488830113,0.3945837954285001,0.01,1.0,1000,0.05,1028,False,False,1,3,2,0.5
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (2, 3), 0.5]",train_lasso.npy,0.4124506838346514,0.6526574511121855,0.8466930279688846,0.7831803676312082,0.3409530529397233,0.4389766306050137,0.01,1.0,1000,0.05,1028,False,False,1,2,3,0.5
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (4, 2), 0.5]",train_lasso.npy,0.3979815150118225,0.4854534847369861,0.8969242607788012,0.8350897241738853,0.2618138946685163,0.3558958206655659,0.01,1.0,1000,0.05,1028,False,False,3,4,2,0.5
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (3, 3), 0.5]",train_lasso.npy,0.415367838543174,0.5588244199079792,0.8813741400196567,0.8106014968887837,0.2869459283471106,0.3939197575130517,0.01,1.0,1000,0.05,1028,False,False,3,3,3,0.5
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (1, 2), 0.5]",train_lasso.npy,0.3687379221533555,0.7840898643475261,0.7580321973592984,0.7785645458476279,0.4820987051014927,0.4687040717216195,0.01,1.0,1000,0.05,1028,False,False,3,1,2,0.5
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (2, 2), 0.5]",train_lasso.npy,0.4120094034262911,0.6552459546410125,0.8460492331603849,0.7842326004851884,0.3416147328835826,0.4391529167330088,0.01,1.0,1000,0.05,1028,False,False,3,2,2,0.5
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (3, 2), 0.5]",train_lasso.npy,0.4163057628379469,0.5600796902263,0.8808446283132576,0.8103219642577425,0.2877569964120122,0.3943341539402232,0.01,1.0,1000,0.05,1028,False,False,3,3,2,0.5
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (2, 3), 0.5]",train_lasso.npy,0.4124099907254421,0.6548463717652008,0.8457444782214502,0.7838108896099226,0.3420393424590702,0.4389767186639144,0.01,1.0,1000,0.05,1028,False,False,3,2,3,0.5
